node_ko	drugs	growth	nb_fixpoints	stable_state
JAK_f%0,PDPK1%0	RU-G2	1.0	1	11111011110011010100101111111100110001010100001111110010110111111110011110001101111011110001010111000000111101100111100101101110010111111101010011
JAK_f%0,ROCK1%0	RU-G4	3.0	1	11113011110011010000011111111010111100011100001111110010110111111110011111111101101011110001010111000000111101100111100101101110011011111101010001
JAK_f%0,SYK%0	RU-P5	1.0	2	11103011010001000010011111111011111100011100001010012111010011111100000001101001110011110000010111000111111101101111100111001000111011000111101100;11103011010001010010011111111011111100011100001010012111010011111100000001101001110011110000010111000111111101100111100101001110011011000111101100;
CK1_f%0,TGFBR1%0,MYC%0	D4-F4	2.0	1	11112011110111010100101111111100110000011100001111110010110111111110011111111101101011110011010111000000111101100111100101100110010111111101010001
CK1_f%0,TGFBR1%0,STAT3%0	D4-ST	3.0	1	11113011110111010000011111111010111100011100001111110010110111111110011111111101001011110011010111000000111101100111100101100110011011111101010001
CK1_f%0,TGFBR1%0,PDPK1%0	D4-G2	1.0	1	11111011110111010100101111111100110000010100001111110010110111111110011110001101111011110011010111000000111101100111100101100110010111111101010011
CK1_f%0,TGFBR1%0,ROCK1%0	D4-G4	3.0	1	11113011110111010000011111111010111100011100001111110010110111111110011111111101101011110011010111000000111101100111100101100110011011111101010001
CK1_f%0,TGFBR1%0,SYK%0	D4-P5	1.0	2	11103011010101000010011111111011111100011100001010012111010011111100000001101001110011110010010111000111111101101111100111000000111011000111101100;11103011010101010010011111111011111100011100001010012111010011111100000001101001110011110010010111000111111101100111100101000110011011000111101100;
MYC%0,STAT3%0	F4-ST	2.0	1	11112011110111010100101111111100110001011100001111110010110111111110011111111101001011110011010111000000111101100111100101101110010111111101010001
MYC%0,PDPK1%0	F4-G2	1.0	1	11111011110111010100101111111100110001010100001111110010110111111110011110001101111011110011010111000000111101100111100101101110010111111101010011
MYC%0,ROCK1%0	F4-G4	2.0	1	11112011110111010100101111111100110001011100001111110010110111111110011111111101101011110011010111000000111101100111100101101110010111111101010001
MYC%0,SYK%0	F4-P5	0.0	2	11102011010101000110101111111101111001011100001010012111010011111100000001101001110011110010010111000111111101101111100111001000111111000111101100;11102011010101010110101111111101110001011100001010012111010011111100000001101001110011110010010111000111111101100111100101001110010111000111101100;
STAT3%0,PDPK1%0	ST-G2	0.0	1	11110011110111010100100111111100110001010100001111110010110111111110011110001101011011110011010111000000111101100111100101101110010111111101010011
STAT3%0,ROCK1%0	ST-G4	3.0	1	11113011110111010000011111111010111100011100001111110010110111111110011111111101001011110011010111000000111101100111100101101110011011111101010001
STAT3%0,SYK%0	ST-P5	1.0	2	11103011010101000010011111111011111100011100001010012111010011111100000001101001010011110010010111000111111101101111100111001000111011000111101100;11103011010101010010011111111011111100011100001010012111010011111100000001101001010011110010010111000111111101100111100101001110011011000111101100;
PDPK1%0,ROCK1%0	G2-G4	1.0	1	11111011110111010100101111111100110001010100001111110010110111111110011110001101111011110011010111000000111101100111100101101110010111111101010011
PDPK1%0,SYK%0	G2-P5	-1.0	2	11101011010101000110101111111101111001010100001000012111010011111100000001001001110011110010010111001111111101101111100111001000111111000111101110;11101011010101010110101111111101110001010100001000012111010011111100000001001001110011110010010111001111111101100111100101001110010111000111101110;
ROCK1%0,SYK%0	G4-P5	1.0	2	11113011010101000010011111111011111100011100001010012111010011111100000001101101100011110010010111000111111101101111100111101000111011111101010000;11113011010101010010011111111011111100011100001010012111010011111100000001101101100011110010010111000111111101100111100101101110011011111101010000;
